max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,Year_of_Release,artist,category,designer,expansion,publisher,average_rating,users_rated,principal_category,secondary_category,other_category,WeightedAverage
5,90,12,3,45,Rheinländer,90,1999,"William O'Connor,Franz Vohwinkel","Abstract Strategy,Medieval,Territory Building",Reiner Knizia,no,"Face2Face Games,Hasbro,Parker Brothers",6.61642,1396,Abstract Strategy,Medieval,Territory Building,6.552590720845477
6,45,14,2,45,Condottiere,45,1995,"Dominique Ehrhard,John Goodenough,Serge Hochain,Tomasz Jedruszek,Scott Nicely,David Palumbo","Bluffing,Card Game,Medieval,Negotiation","Dominique Ehrhard,Duccio Vitale",no,"Arclight,Descartes Editeur,Edge Entertainment,Eurogames,Fantasy Flight Games,Galakta,Giochi Uniti,Heidelberger Spieleverlag,Hobby World,Lautapelit.fi,Nexus,Ubik",6.73922,6301,Bluffing,Card Game,"Medieval,Negotiation",6.712397427837528
6,60,10,4,60,Mit List und Tücke,60,1999,unknown,Card Game,Klaus Palesch,no,Berliner Spielkarten,6.61422,204,Card Game,,,6.443878645913386
6,45,12,2,45,Ransom,45,1994,Lewis Michael,"Abstract Strategy,Bluffing,City Building,Economic,Negotiation","Lewis Michael,Philip O'Neill",no,(Self-Published),6.42,70,Abstract Strategy,Bluffing,"City Building,Economic,Negotiation",6.37998190653162
6,60,12,3,60,I'm the Boss!,60,1994,William O'Connor,Negotiation,Sid Sackson,no,"Eagle-Gryphon Games,Edge Entertainment,Face2Face Games,Kaissa Chess & Games,Korea Boardgames co., Ltd.,New Games Order, LLC,Schmidt Spiele,Stratelibri,Swan Panasia Co., Ltd.",6.82562,3062,Negotiation,,,6.762279092286081
5,30,12,2,30,Guillotine,30,1998,"Quinton Hoover,Mike Raabe","Card Game,Humor",Paul Peterson,no,"AMIGO Spiel + Freizeit GmbH,Darwin Project,Halloween Concept,Hasbro,Play Factory,PS-Games,Wizards of the Coast",6.53873,15334,Card Game,Humor,,6.533540198732034
4,45,10,2,30,Ta Yü,45,1999,"Anke Pohl,Thilo Rick,Claus Stephan",Abstract Strategy,Niek Neuwahl,no,"Crown & Andrews Ltd.,Goliath B.V.,KOSMOS,Rio Grande Games",6.99002,1263,Abstract Strategy,,,6.815419708861614
5,45,10,3,45,Modern Art,45,1992,"Carole Carrion,Manuel Carvalho,Mike Doyle (I),Pete Fenlon,Paul Laane,Ramon Martins,Daniel Melim,Rafael Silveira,Sigrid Thaler,Zeilbeck & Natzeck Design Company","Card Game,Economic",Reiner Knizia,no,"CMON Limited,Drosselmeyer & Co. Ltd.,GeGe Co Ltd,Hans im Glück Verlags-GmbH,Kaissa Chess & Games,Lautapelit.fi,Matagot,Mayfair Games,New Games Order, LLC,Odysseia Jogos,Oink Games,Pegasus Spiele,REBEL.pl,Wargames Club Publishing",7.30341,11439,Card Game,Economic,,7.264502611334536
4,45,9,2,45,Kingdoms,45,1994,"Kevin Childress,Anders Finér,Eric Lofgren,Henning Ludvigsen,Jim Pavelec,Peter Tikos,Franz Vohwinkel","Abstract Strategy,Fantasy,Medieval",Reiner Knizia,yes,"ADC Blackfire Entertainment,Arclight,Bergsala Enigma,cutia.ro,Delta Vision Publishing,Edge Entertainment,Fantasmagoria,Fantasy Flight Games,Hans im Glück Verlags-GmbH,Menart,Midgaard Games,MINDOK,Swan Panasia Co., Ltd.",6.6327,3995,Abstract Strategy,Fantasy,Medieval,6.603965781250951
6,45,12,2,45,Hoity Toity,45,1990,"Leif Åbjörnsson,Tanja Donner,Ritva Hussain-Shahid,Michaela Kienle,Björn Lindsten,Cornelia von Seidlein",Bluffing,Klaus Teuber,no,"alea,Ravensburger Spieleverlag GmbH,Avalon Hill,F.X. Schmid,G&RRR,Gibsons Games,Jumbo,MIKA,Überplay,Vini-Spil",6.54518,4410,Bluffing,,,6.52778686083972
6,180,12,2,60,Dune,180,1979,"Jean Baer,Fabrice Lamy,Christophe Peulvast,Mick (Mike) Uhl,Olivier Vatine,Chris White (I)","Bluffing,Fighting,Negotiation,Novel-based,Political,Science Fiction","Bill Eberle,Jack Kittredge,Peter Olotka",yes,"Avalon Hill,Descartes Editeur,Hobby Japan",7.61137,4563,Bluffing,Fighting,"Negotiation,Novel-based,Political,Science Fiction",7.489210151436505
5,45,12,3,45,Quo Vadis?,45,1992,"Pete Fenlon,Jason Hawkins,Jessica Ney,Franz Vohwinkel,Stephen Graham Walsh","Ancient,Negotiation,Political",Reiner Knizia,no,"AMIGO Spiel + Freizeit GmbH,Hans im Glück Verlags-GmbH,Mayfair Games",6.44426,1913,Ancient,Negotiation,Political,6.429779969632418
4,90,12,3,90,Primordial Soup,90,1997,Doris Matthäus,Prehistoric,"Doris Matthäus,Frank Nestel",yes,"Doris & Frank,Z-Man Games",6.98124,4240,Prehistoric,,,6.917225165975321
5,30,10,3,30,Money!,30,1999,"Paul Niemeyer,Marek Szyszko,Franz Vohwinkel",Card Game,Reiner Knizia,no,"Eagle-Gryphon Games,Egmont Polska,Goldsieber Spiele,Rio Grande Games,Wargames Club Publishing",6.56467,2396,Card Game,,,6.531815955360161
6,90,12,2,90,The Really Nasty Horse Racing Game,90,1987,unknown,"Animals,Racing",Simon Knock,no,"Rascals Products Limited,University Games,Upstarts,Winning Moves UK Ltd.",6.32087,654,Animals,Racing,,6.344054303919431
6,120,10,1,120,Princess Ryan's Star Marines,120,1997,"Larry Elmore,Kurt Miller","Deduction,Science Fiction",Mark McLaughlin,no,Avalon Hill,5.31929,197,Deduction,Science Fiction,,6.076169034035901
8,20,10,1,20,Take it Easy!,20,1983,"Alexander Strohmaier,Steve Tolley,Franz Vohwinkel","Abstract Strategy,Puzzle",Peter Burley,no,"Arclight,Burley Games,Cappelen,Cranio Creations,DiceTree Games,Eagle-Gryphon Games,F.X. Schmid,förlAgo AB,Play Smart,Ravensburger Spieleverlag GmbH,Spear's Games,Swan Panasia Co., Ltd.,White Goblin Games",6.59535,2046,Abstract Strategy,Puzzle,,6.55195435456521
6,240,12,2,240,Iron Dragon,240,1994,"Larry Elmore,Chris Vande Voort","Fantasy,Trains,Transportation","Darwin Bromley,Tom Wham",yes,Mayfair Games,6.95603,1372,Fantasy,Trains,Transportation,6.800674597608452
2,60,10,2,60,Caesar & Cleopatra,60,1997,Franz Vohwinkel,"Ancient,Bluffing,Card Game",Wolfgang Lüdtke,no,"999 Games,Filosofia Éditions,Kaissa Chess & Games,KOSMOS,Laser plus,Rio Grande Games,Tilsit",6.4504,3837,Ancient,Bluffing,Card Game,6.441635805100997
6,120,18,2,120,Frischfleisch,120,1999,"Lars-Arne ""Maura"" Kalusky","Exploration,Horror",Friedemann Friese,no,2F-Spiele,6.12852,142,Exploration,Horror,,6.319999262808448
5,45,12,3,45,Cape Horn,45,1999,"Anke Pohl,Thilo Rick,Claus Stephan","Nautical,Racing",Thorsten Gimmler,no,"KOSMOS,Rio Grande Games,Tilsit",6.003,516,Nautical,Racing,,6.185765439688015
4,60,12,2,60,Kontor,60,1999,"Olivier Frot,Franz Vohwinkel","City Building,Nautical,Renaissance",Michael Schacht,yes,"999 Games,Goldsieber Spiele,Tilsit",5.97458,688,City Building,Nautical,Renaissance,6.142845729564834
6,30,8,3,30,Robin Hood,30,1999,Oliver Freudenreich,Card Game,Klaus Palesch,no,AMIGO Spiel + Freizeit GmbH,5.49324,74,Card Game,,,6.260783008228264
10,20,12,2,20,Pass the Bomb,20,1994,"Patrick Fix,G. Husner,Simon Roberts","Electronic,Party Game,Real-time,Word Game","Sylvie Barc,Roger Heyworth,Los Rodriguez",no,"AS Company,Asmodee,danspil,Gibsons Games,Goliath B.V.,Jumbo,Piatnik,Pressman Toy Corp.,Ravensburger Spieleverlag GmbH,Venice Connection,Week End Games",5.90016,935,Electronic,Party Game,"Real-time,Word Game",6.06539323116587
12,45,10,3,45,Hoax,45,1981,Linda Bound,"Bluffing,Deduction","Bill Eberle,Edward Horn, Jr.,Jack Kittredge,Peter Olotka",no,"Eon,Hexagames (I)",6.03409,198,Bluffing,Deduction,,6.27785029616479
5,60,10,3,60,Andromeda,60,1999,Doris Matthäus,"Science Fiction,Space Exploration,Territory Building",Alan R. Moon,no,"999 Games,ABACUSSPIELE,Grünspan-Spiele,Rio Grande Games",6.41569,1189,Science Fiction,Space Exploration,Territory Building,6.403460684856733
5,90,12,3,90,Vino,90,1999,Franz Vohwinkel,Economic,Christwart Conrad,no,"Goldsieber Spiele,Rio Grande Games",6.47906,639,Economic,,,6.433107134963146
6,90,10,3,90,Elfenwizards,90,1995,Doris Matthäus,Negotiation,Alan R. Moon,no,White Wind,6.175,104,Negotiation,,,6.340049150203681
5,90,16,2,90,Metropolis,90,1984,(Uncredited),"City Building,Negotiation",Sid Sackson,no,"Otto Maier Verlag,Ravensburger Spieleverlag GmbH",6.44617,324,City Building,Negotiation,,6.402607726605611
4,45,10,2,45,Buy Low Sell High,45,1996,"Miles Germer,Alvin Madden",Economic,Reiner Knizia,no,"Editrice Giochi,Überplay,Wargames Club Publishing",6.1628,825,Economic,,,6.242641272998507
4,90,13,2,90,Crude: The Oil Game,90,1974,William Bricker,"Economic,Industry / Manufacturing",James J. St. Laurent,no,"Hexagames (I),Pegasus Spiele,St. Laurent Games,Stronghold Games",6.77777,930,Economic,Industry / Manufacturing,,6.636724326379736
6,60,8,3,60,Die Glücksritter,60,1999,Nicholas Price,"Bluffing,Medieval",Klaus Kreowski,no,Schmidt Spiele,5.7768,125,Bluffing,Medieval,,6.254863498756837
8,30,6,2,30,PitchCar,30,1995,Jean du Poël,"Action / Dexterity,Children's Game,Party Game,Racing,Sports",Jean du Poël,yes,"Ferti,Goldsieber Spiele,Historien Spiele Galerie (Historien Spielegalerie),Lautapelit.fi,Vision",7.24935,7562,Action / Dexterity,Children's Game,"Party Game,Racing,Sports",7.195084890439472
4,15,8,2,15,Piratenbillard,15,1959,"Franz Vohwinkel,Reinhold Wittig","Action / Dexterity,Pirates",Reinhold Wittig,no,ABACUSSPIELE,6.56711,336,Action / Dexterity,Pirates,,6.451840486510794
8,60,11,2,60,Mu & more,60,1995,Doris Matthäus,"Card Game,Game System","Doris Matthäus,Frank Nestel",no,"AMIGO Spiel + Freizeit GmbH,Doris & Frank,Rio Grande Games",7.18178,1711,Card Game,Game System,,6.999192793633208
6,60,10,2,60,Take 5!,60,1998,Franz Vohwinkel,Card Game,Wolfgang Kramer,no,"999 Games,AMIGO Spiel + Freizeit GmbH",6.42598,1414,Card Game,,,6.412500212498967
2,360,12,2,360,Union vs. Central,360,1999,Dieter Danziger,"Adventure,American West,Card Game,Economic,Trains,Transportation",Dieter Danziger,no,Winsome Games,6.66914,81,Adventure,American West,"Card Game,Economic,Trains,Transportation",6.415473367853741
4,60,12,3,60,Was sticht?,60,1993,Ralf E. Kahlert,"Card Game,Deduction",Karl-Heinz Schmiel,no,"Moskito Spiele,New Games Order, LLC",6.96495,573,Card Game,Deduction,,6.689753995082035
6,60,10,2,60,Wildlife Adventure,60,1985,Gerhard Schmid,"Animals,Exploration,Transportation","Wolfgang Kramer,Ursula Kramer",no,"Otto Maier Verlag,Ravensburger Spieleverlag GmbH",6.89775,517,Animals,Exploration,Transportation,6.640438974162265
6,240,10,2,180,Eurorails,240,1990,"Mike Atkinson,Mari Paz Pasicolan-Cabardo,Ike Scott,Stefan Sierhej","Economic,Trains,Transportation","Darwin Bromley,Steven Courtemanche,Larry Roznai",yes,Mayfair Games,7.05898,1561,Economic,Trains,Transportation,6.892895422961194
2,90,12,2,90,The Awful Green Things From Outer Space,90,1979,"Carl Anderson,Jeffrey D. George,Beverly Hale,Tom Wham","Science Fiction,Wargame",Tom Wham,yes,"Grow Jogos e Brinquedos,Steve Jackson Games,TSR",6.49136,2263,Science Fiction,Wargame,,6.4701908674350435
6,60,12,2,60,Balderdash,60,1984,Búi Kristjánsson,"Bluffing,Party Game,Word Game","Laura Robinson,Paul Toyne",no,"Barnes & Noble,Canada Games,Casper,Drumond Park Ltd.,The Game Works, Inc.,The Games Gang, LTD,Hasbro,Mattel,Milton Bradley,Parker Brothers,Popular de Juguetes,Schmidt Spiele,Tactic,Target Games,TSR,Vaka-Helgafell,Ventura Games,Western Publishing Company,Weston Group",6.39247,3947,Bluffing,Party Game,Word Game,6.390435974077587
6,30,12,3,30,"Before I Kill You, Mister Spy...",30,1996,Cheyenne Wright,"Card Game,Spies/Secret Agents",James Ernest,no,Cheapass Games,5.40672,1116,Card Game,Spies/Secret Agents,,5.7061195586157325
2,20,10,1,20,Black Box,20,1977,Franz-Josef Schulte,"Abstract Strategy,Deduction,Puzzle",Eric Solomon,yes,"Alga,Capiépa - Jeux Éducatifs,Clipper,franjos Spieleverlag,Parker Brothers,Waddington's Games, Inc.",6.35521,737,Abstract Strategy,Deduction,Puzzle,6.362958332031546
6,120,0,2,120,Black Death,120,1993,Darrell Midgette,"Educational,Medical",Greg Porter,no,"BTRC (Blacksburg Tactical Research Center),Devir,Sphinx Spieleverlag",5.70588,119,Educational,Medical,,6.245863338809407
6,120,12,2,120,Dicke Kartoffeln,120,1989,Doris Matthäus,"Economic,Farming","Doris Matthäus,Frank Nestel",no,ABACUSSPIELE,6.22465,142,Economic,Farming,,6.341261661562341
6,180,12,2,180,Empire Builder,180,1982,"Peter Y. Bromley,Jim Clouse,Morgan Dontanville,Pete Fenlon,Jim Malik,Drew Perkett,Louis Rexing,Mike Russo,Stefan Sierhej,Chris Vande Voort","Economic,Trains,Transportation","Darwin Bromley,Bill Fawcett",yes,Mayfair Games,6.91675,2482,Economic,Trains,Transportation,6.825809251080827
2,30,8,2,30,En Garde,30,1993,Pierô,"Card Game,Sports",Reiner Knizia,no,"ABACUSSPIELE,Eagle-Gryphon Games,Ferti,New Games Order, LLC",6.50667,1386,Card Game,Sports,,6.47159825382981
6,30,8,2,30,Family Business,30,1982,"David B. Bromley,Mark Bromley,Antonio Dessi,Franck Dion,Drew Perkett","Card Game,Mafia",David B. Bromley,yes,"ADC Blackfire Entertainment,Asmodee,Cutting Edge Publishing & Design House GmbH,Mayfair Games,Spielfreaks, Ltd.,Stratelibri,Truant Spiele",6.1159,3409,Card Game,Mafia,,6.148962084093892
6,20,8,3,20,For Sale,20,1997,"Óscar Aguado,Alvin Madden,Catell Ruz,Uros Vuckovic,Klaus Wilinski","Card Game,Economic",Stefan Dorra,yes,"Albi,Brain Games,Compaya.hu - Gamer Café Kft.,Competo / Marektoy,Eagle-Gryphon Games,F.X. Schmid,Gabinete Lúdico,Heidelberger Spieleverlag,IELLO,Jolly Thinkers,Kaissa Chess & Games,Meeple Virus,NeoTroy Games,New Games Order, LLC,Portal Games,Ravensburger Spieleverlag GmbH,Überplay,uplay.it edizioni,Wargames Club Publishing,Взрослые дети,Нескучные игры,פרש משחקים - Game Knight",7.22213,15544,Card Game,Economic,,7.195710446691787
10,120,10,2,120,Formula Dé,120,1991,"Bernard Bittler,Elisabeth Daniel,Babbette Huckaba,Guillaume Rohmer","Racing,Sports","Laurent Lavaur,Eric Randall",yes,"999 Games,Asmodee,Descartes Editeur,Eurogames,Fantasy Shop,Ludodélire,Top Licence Games",6.99229,7085,Racing,Sports,,6.951557592184973
5,45,10,3,45,T-Rex,45,1999,Marcel-André Casasola Merkle,Card Game,"Hanno Kuhn,Wilfried Kuhn",no,"Hans im Glück Verlags-GmbH,Rio Grande Games",5.52782,248,Card Game,,,6.09370193412169
5,20,8,2,20,Raj,20,1988,"Wilfried Gebhard,Björn Pertoft,Frantz Rey,Tobias Schweiger,Th. A. Weiss","Animals,Bluffing,Card Game",Alex Randolph,no,"AMIGO Spiel + Freizeit GmbH,Asmodee,Corfix,Dal Negro,F.X. Schmid,Gigamic,Möbius Games,Morapiaf,Ravensburger Spieleverlag GmbH,Waddington's Games, Inc.,Winning Moves Games (USA)",6.46531,1470,Animals,Bluffing,Card Game,6.442231160773107
8,30,10,3,30,Give Me the Brain!,30,1996,Brian Snoddy,"Card Game,Zombies",James Ernest,no,"Cheapass Games,James Ernest Games,Steve Jackson Games,Truant Spiele",5.85431,1919,Card Game,Zombies,,5.9618067700384545
2,15,8,2,15,Mole Hill,15,1997,Néstor Romeral Andrés,Abstract Strategy,Reiner Knizia,no,"Användbart Litet Företag,Blatz,nestorgames",5.94555,191,Abstract Strategy,,,6.255846218123044
5,30,10,2,30,Pool Position,30,1999,Walter Pepperle,"Abstract Strategy,Card Game",Thorsten Gimmler,no,F.X. Schmid,5.78083,120,Abstract Strategy,Card Game,,6.259498849553263
6,120,10,2,120,Risk,120,1959,(Uncredited),"Negotiation,Territory Building,Wargame","Albert Lamorisse,Michael I. Levin",yes,"(Unknown),Alga,Barnes & Noble,Borras Plana S.A.,Carlit,Clipper,Editrice Giochi,El Greco,Grow Jogos e Brinquedos,Guau,Hasbro,Juegos Crone,Majora,Miro Company,Nilco S.A.,Palitoy Ltd.,Parker Brothers,Schmidt Spiele,Smeets & Schippers,Waddington's Games, Inc.,Winning Moves Games (USA)",5.57906,21836,Negotiation,Territory Building,Wargame,5.596863531819619
4,30,8,2,30,Knights of Charlemagne,30,1995,"Paul Herbert,Elisa Teague,Franz Vohwinkel","Card Game,Medieval",Reiner Knizia,no,"Playroom Entertainment,Spiel Spass,W. Nostheide Verlag GmbH",6.36252,604,Card Game,Medieval,,6.367891093046217
2,15,10,2,15,Stonehenge,15,1994,Torsten Schöps,Abstract Strategy,Reiner Knizia,no,"Blatz,Pin International",6.23304,112,Abstract Strategy,,,6.348513344318666
5,30,8,2,30,Devil Bunny Needs a Ham,30,1998,unknown,"Print & Play,Racing",James Ernest,no,Cheapass Games,5.39,680,Print & Play,Racing,,5.807109904002562
6,30,12,2,30,Split,30,1999,unknown,Card Game,David Hoyt,no,"GDC-GameDevCo Ltd.,Hasbro",5.81686,157,Card Game,,,6.2411517606134295
4,90,10,3,90,Die Siedler von Nürnberg,90,1999,Tanja Donner,"Medieval,Negotiation",Klaus Teuber,no,KOSMOS,6.97379,831,Medieval,Negotiation,,6.748616962226164
5,30,10,3,30,Dolce Vita,30,1999,Doris Matthäus,Card Game,Reiner Stockhausen,no,Hans im Glück Verlags-GmbH,6.15628,183,Card Game,,,6.315942791688175
6,45,10,3,45,Nicht die Bohne!,45,1999,"Björn Pertoft,Thomas Vuarchex,Zhong Zhun",Card Game,Horst-Rainer Rösner,no,"AMIGO Spiel + Freizeit GmbH,Korea Boardgames co., Ltd.,Lifestyle Boardgames Ltd,Oya",6.3659,881,Card Game,,,6.368970012109358
10,30,8,2,30,Fill or Bust,30,1981,Christof Tisch,Dice,(Uncredited),yes,"ABACUSSPIELE,Bowman Games,Game Factory,PS-Games",5.69269,401,Dice,,,6.070985989703688
4,45,10,2,45,Groo: The Game,45,1997,Sergio Aragonés,"Card Game,City Building,Comic Book / Strip,Fantasy","Sergio Aragonés,Ken Whitman",yes,Archangel Studios,6.26817,752,Card Game,City Building,"Comic Book / Strip,Fantasy",6.310585883964076
5,30,8,2,30,NASCAR Champions,30,1998,unknown,"Dice,Racing,Sports",Craig Van Ness,no,Milton Bradley,5.36389,90,Dice,Racing,Sports,6.220236926649193
6,75,12,3,75,Kremlin,75,1986,"Res Brandenberger,Clay Gardner,Rasenjin Hayami,Charles Kibler,Ander Plana","Negotiation,Political",Urs Hostettler,yes,"Avalon Hill,Fata Morgana Spiele,Jolly Roger Games,New Games Order, LLC",6.99614,2452,Negotiation,Political,,6.8908282407598325
4,75,13,3,75,HellRail (Second Perdition),75,1999,Angelo Porazzi,"Card Game,Trains,Transportation",James Kyle,no,"Giochi Rari,Glastyn Games",6.07118,92,Card Game,Trains,Transportation,6.327260551896999
4,30,10,2,30,Buried Treasure,30,1992,"M. Löffler,Ron Zalme","Card Game,Pirates",Sid Sackson,no,F.X. Schmid,6.01825,228,Card Game,Pirates,,6.262844349894263
4,45,10,2,45,Manhattan,45,1994,"Jacqui Davis,Ramon Mascarenas,Zeilbeck & Natzeck Design Company",City Building,Andreas Seyfarth,no,"Hans im Glück Verlags-GmbH,Litas Spil,Ludodélire,Mandoo Games,Mayfair Games,Nelospelit,Olsen,Rio Grande Games,Tactic",6.68878,3694,City Building,,,6.651297807993092
4,60,10,2,60,Entdecker,60,1996,"Andreas Steiner,Franz Vohwinkel",Exploration,Klaus Teuber,no,"999 Games,Goldsieber Spiele,Mayfair Games",6.50041,1239,Exploration,,,6.464173477126523
2,30,10,2,30,The Rose King,30,1997,"Tanja Donner,Anke Pohl,Thilo Rick,Andreas Steiner,Claus Stephan","Abstract Strategy,Medieval",Dirk Henn,no,"999 Games,db-Spiele,KOSMOS,Tilsit,White Goblin Games",6.82082,2361,Abstract Strategy,Medieval,,6.742798219756388
4,120,12,2,120,Targui,120,1988,unknown,Wargame,"Wil Dijkstra,Ben van Dijk",no,Jumbo,6.33415,600,Wargame,,,6.352436078839113
4,60,12,2,60,Stephenson's Rocket,60,1999,"Doris Matthäus,Ian O'Toole",Trains,Reiner Knizia,no,"999 Games,Grail Games,Pegasus Spiele,Rio Grande Games",6.87101,2081,Trains,,,6.774801044836506
9,45,10,3,45,Pepper,45,1998,Götz Wiedenroth,Card Game,"Michael Kiesling,Wolfgang Kramer",no,"F.X. Schmid,テンデイズゲームズ (Ten Days Games)",5.75714,105,Card Game,,,6.267255184666154
6,15,10,3,15,Twitch,15,1998,(Uncredited),"Action / Dexterity,Card Game","Skaff Elias,Richard Garfield,Jim Lin",no,"AMIGO Spiel + Freizeit GmbH,Wizards of the Coast",6.17692,169,Action / Dexterity,Card Game,,6.324498007059826
6,30,10,2,30,Ex & Hopp,30,1996,Klaus Wilinski,Card Game,Rüdiger Dorn,no,"F.X. Schmid,Ravensburger Spieleverlag GmbH",5.39016,61,Card Game,,,6.267360867598972
6,30,8,3,30,Don Pepe,30,1999,unknown,"Card Game,Mafia",Dominique Ehrhard,no,"Game Office,Hasbro,Parker Brothers,The Toy Company Argentina S.R.L.",6.24783,345,Card Game,Mafia,,6.3227112860627495
10,45,10,2,45,Times to Remember,45,1992,Tony Rochon,"Party Game,Trivia",Richard Borg,no,"Blackrock Games,Cocktail Games,Hasbro,MB Jeux,MB Spiele,Milton Bradley",6.29091,198,Party Game,Trivia,,6.350701814789432
4,60,10,2,45,Café International,60,1989,"Oliver Freudenreich,J. W. Thompson",Abstract Strategy,Rudi Hoffmann,no,"AMIGO Spiel + Freizeit GmbH,Kaissa Chess & Games,Leo Toys,Mattel,Relaxx,Rio Grande Games,Swan Panasia Co., Ltd.",6.28113,1994,Abstract Strategy,,,6.299824742070178
10,60,10,3,60,Tichu,60,1991,"Res Brandenberger,François Bruel,Philippe Guérin,Chris Quilliams,Valerie Vekemans,Franz Vohwinkel",Card Game,Urs Hostettler,yes,"999 Games,ABACUSSPIELE,Fata Morgana Spiele,Filosofia Éditions,G3,Hobby World,HomoLudicus,Korea Boardgames co., Ltd.,Playhouse Ltd,Rio Grande Games,Swan Panasia Co., Ltd.,uplay.it edizioni,Vennerød Forlag AS",7.60888,10556,Card Game,,,7.55305055777162
2,30,12,2,30,Atlanteon,30,1992,"Marko Djurdjević,Tobias Mannewitz,Scott Nicely,Brian Schomburg","Abstract Strategy,Napoleonic",Reiner Knizia,no,"ABACUSSPIELE,Esdevium,Fantasy Flight Games,Heidelberger Spieleverlag",5.81039,648,Abstract Strategy,Napoleonic,,6.056029971013087
4,30,13,2,30,A la carte,30,1989,"Jochen Eeuwyk,Christof Tisch","Action / Dexterity,Party Game",Karl-Heinz Schmiel,yes,"Competo / Marektoy,Fantasy Flight Games,Giochi Uniti,Heidelberger Spieleverlag,IELLO,Intrafin Games,Moskito Spiele,Stratelibri,Swan Panasia Co., Ltd.",6.50098,2629,Action / Dexterity,Party Game,,6.480749794414518
